content,sentiment
makin sini makin berat aja game nya tambah cheaters gk ada habis nya game nya gk seramai dulu org nya pada campers semua,negative
game yg sangat bguss,positive
semakin berat,neutral
hp saya kentang jadi sering fremm ndeh,neutral
game pindah pemilik auto down,negative
coba,neutral
sekarang saya semakin jarang main game pubg lg karna yg paling cepat membuat saya merasa bosan itu musuh musuh mungkin kali lebih jago dari saya sinyal ntah kenapa akhir ini nggak berubah sepeti kemaren tetap jelek ketika didalam permainan mungkin setelah abdate terakhir pubg skrng emng bnr udh tidak bersahabat sama keadaan jaringan daerah plosok tmpt saya ni jadi mf saya uninstal udh apk pubg terimakasih,negative
coba name card bisa di kasih ke temen tancen,negative
aku kasih bintang dua tapi tolong updatenya jangan terlalu besar ya kalau tencent ingin pemain pubg mobile tidak berkurang please ya tencent,negative
pubg tidak enak seperti dulu karna sekarang device tidak mendukung dandan itu lah yang menyebab kan temen temen ku pensitapi saya suka main game pubg walau sepi tolong di perbaiki lagi bug bug nya agar enak di mainkandan tolong agar menandai citer di pubg,positive
udh susah ngumpulin classicsupply coupon masa dpt jelekminim di guarantied item ungu lah masa tiap gacha dptnya item gk guna,negative
game nya bagus tapi tiap tahun kok tambah gede update nya tolong lah kecilin dikit ya tencent,neutral
give it this way first because the mb is too big while my cellphone ram is only if may reduce it to mb so can play well,neutral
lag jink,negative
saya user lama tp makin kesini ko makin banyak cheather,positive
di game pung ini banyak sekali bug dan cheat biasanya di pubg ini sumber bug adalah cheer park,neutral
oke,positive
signal error,positive
makin sini makin lemot saja dasar game babi,negative
dikit update pubg kntl,neutral
masih banyak bug,neutral
lumayan bagus lah game ini,positive
kok gabisa ya login twiter dari semalem server trus kenapa min,neutral
knapa akun gue gk bisa masuk padahal udah terkait facebook juga akun goglee juah tpi gk bisa masuk dah dia kli nya seperti ini yang satu udah hilang gk bisa masuk juga gak pakecit pula tpi gk bisa masuk agk kecawa dengan yang sa at ini,negative
selalu updat terus,neutral
kurang baguas,negative
terimakasih karena sudah mendengar keluhan kami,neutral
ok cuma kebanyakan loading banyak penyimpanan,positive
game nya udah bagus tapi setiap gw pake wifi itu ngelag padahal sinyal saya ms tapi masih lah tolong dong perbaiki karena gaenak kalo maen jaringan sering lag,negative
the game is not fun dont download it,neutral
halo pubg mobile kenapa gua gk bisa login padahal jaringannya lagi bagus,negative
pubg sekarang gak kaya dulu najis sinyal bagus sosmed lancar maen game online lain lancar lah maen pubg ping nya merah mulu najis bet dah,negative
permainannya bagus,neutral
tolong perbaiki request timeout waktu permintaan habis,positive
tolong bos ga usah di update hp saya cuma ram gbnnti lemot lagi,positive
rank squad asia server is cheater,positive
cukup menhibur,neutral
bagus sekali,positive
hadeuh bang update tan yg ini sering nge bug gk jelas padahal ping bagus prosesor juga udah gede tetep ajh ngebug gmna ini,neutral
bug saat turun pake parasut bug saat looting peti terlalu patah padahal hp ga kentang amat,negative
kebanyakan update tapi bug gak dibenerin,positive
bukan ank keil aja yg suka main geme tapi orng tua jga sukacukp menarik ys ys ys,neutral
the game is not fun dont download it,neutral
aku fans btr,positive
kenapa setiap main pasti suara mic tidak berfungsi dan mau komunikasi dengan tim jadi masalah,positive
karena gameini sangat bagus dan keren,positive
jangan ada pembaruan lagi cukup sekali ini saja gamenya taik suka lag,negative
harus di blokir aku kasih gerak layar tidak gerak device ku udah gb storage ga bisa grafik hd lah mau apa lagi ni game udah beli hp mahal mahal mending main di hp nokia,negative
bagus bangett ini game tapi boong,negative
plis collab alan walker lagi pen ngerasain lagu alan walker kayak dulu di pubg,positive
staff tolong saya saya tidak bisa log in karena update file error saya sudah membersihkan cache saya tapi tidak bisa dan saya report ke customer service tapi tetap tidak bisa,neutral
dulu suka main terus sekang baru main sebentar aja udah pusing kepalanya,positive
lama banget masuk pertempurannyagak kaya dulu,neutral
bugnya di benerin dong anjig kesel dah gua ngebug mulu,negative
saya mau pindah ke game perang lain pubg mobile semakin lama semakin berat,neutral
perbaiki bug tiba macet aja kalo lagi main alhasil knock laju ke loby di kill musuh hahaha,neutral
giro dk berfungsi ajing,negative
infesimble,positive
saya ingin bermain pubg mobile tapi penyimpanan hp saya full apakah ada saran dari developer,neutral
game hancur banget pas ada musuh jaringan down,negative
mantap bro,neutral
jaringan server pubg gak jelas lama lama poin hilang garagara diskonek sekin doang di banyakin tapi jaringan sama bug bug gak jls gak di benerin kecewa bgt,negative
semoga ada di pengaturan coustum dipengguna game pubg ini seperti saya ada tombol pengaturan bidik kiri dan kanan dulu memang ada tetapi sekarang ndak ada lagi,negative
ketemunya pro player terus,negative
tolong pihak developer tencent games agar ditingkatkan lgi jaringannya diperbaguskan lgi lah jaringannya padahal jaringan gw kok pas main gk masuk ya tolong kepada pihak developer dan saya tunggu update nya ntar klo dah diperbaiki saya akan kasih bintang ok itu aja terimakasih,negative
saya coba dulu ya game inisemoga bagus,positive
lumayan susah si tapi seru,positive
banyakin senjata barunyabiar ga bosen ituitu muluapalagi kalau ada card item spesial kaya game sebelahsausagepastinya lebih seru tuhsemoga dibaca teampubg,positive
kenapa prosesor dimensity hdr extrem gak kebukasedangkan prosesor itu kuat untuk menjalani grafik tersebut tolong dong min di kompatibelin lagi jangan semnetang snapdragon aja yg dipentingin masa harus pake apk kedua buat jalanin grafik tersebut,negative
ini ko pencabutan izin min saat mo login,neutral
setelah pembaruan pas download ga bisa selesai kenapa yajadi ga bisa main lagi,negative
habis di download gak bisa buka lagi tambah bingung gak bisa maen sampe sekarang,negative
lumayan untuk updet terbaru nya,positive
gamenya sih seru to tolong di game tower of fantasy servernya tambah jadi gk bisa masukkarna saya percuma download data tof,positive
sekarang semakin berat dan bug di mana mana agak kurang menarik sekarang,negative
gak jelas bugnya banyak banget bug yg paling parah musuh gk bisa mati percuma banyak event tapi bug gak pernah dibenerin,neutral
saya beri bintang dulu karena size dalam game nya terlalu besar mohon di perkecil size gb di dalam game nya terimakasih,neutral
poco emang mantap buat pubg,positive
babaji,positive
kenapa gk bisa di buka,neutral
no caption editakhirnya saya bisa beli iphone dan dah ga lagg untuk pubg akhirnya,positive
padahal mau kasih dan udah jadi aplikasi game terfavorit cuma disayangkan pihak developer kurang serius untuk mengatasi cheat atau file yg meresahkan bahkan masih banyak diluaran sana yg pake dan sampe jual beli cheatfile untuk kedepannya kalo cheatfile emang ga bisa diatasi tolong sediakan forum atau tempat pertandingan khusus para pengguna cheatfile supaya ga masuk di mode klasik yg kebanyakan orang biasanormal maen dan kita bisa tetep enjoy danmenikmati game,negative
game jelek,negative
biasa aja,positive
map nya kecil min,positive
good game untuk map karakin dan juga map lain waktu mainnya di percepat jangan hanya map angregel yg di percepat waktu mainnya waktu main map lain harus di cepat terus juga granat di map karakin di ganti dengan granat yg di map angregel sekian terima kasih,positive
ini game paling seru menurut saya namun sayang nya banyak cheater yang masuk ke game ini kaya anti recoil itu sangat curang,positive
ahmad,positive
ini gimana developer saya susah login kesalaha itorisasi gagal login gak tau gimana lagi akun saya udah top up ber juta,negative
ye ko ok,negative
bagus,neutral
hai min boleh gk nih kolaborasi lagi sama alan walker karena rindu banget sama season,positive
bagus gamenya,positive
kenapa gak bisa updatemalah eror update terbaru,neutral
perbaiki lagi,negative
wow makasih,positive
game tai,negative
game nya seru tapi tolong sekarang lebih banyak ke bot dari pada ke player playerjadi tolong di hapus dikit bot nya,neutral
dahlah ga bisa login pake no pake email juga tetep aja gabisaemang udah ga bisa dimainin lagi kah,negative
bagus,neutral
game free fire ini sanggat bagus dan banyak map bundle dan skin bagus semua dan juga game nya udh okeh deh untuk game free fire tapi ini bukan game free fire jangan lupa di download game free fire nya,negative
terimakasih atas pembaruannya,neutral
geam ini sangat keren tapi mb nya terlalu besar jadi tolong rendahkan sedikit dan satu lagi aku mau larinya lebih keren kan lagi makaitu aku kasih bintang dan jangan lupa updet nya jangan banyak banyak mb nya sekian ucapan dari saya terimakasih,neutral
makasih pubg telah upgrade anti cheat tpi ga pengaruh untuk saya karna anti cheat pubg dngn bypass cheat lebih kuat bypass jadi upgrade lagi ya anti cheatnya heheheheh,positive
bagus sih bagus tapi nggak gini jugasoalnya gak bisa ndaftar,neutral
game nya bagus,neutral
turunin mb nya lagi hp gw ram co kentang worltel,negative
sangat bagus,neutral
jelek banget gem nya,negative
awalnya bagus tapi lamakelamaan jadi sangat membosankan seperti tidak ada variasi dalam eventnya,neutral
bagus,positive
udh berapa kali saya spin masih aja gk dapat skin glacier udh berapa uc habis hm,positive
saya sagat suka pubg ini,positive
update an skrngkadang jaringan ny ga bagus mulupdhl main game yg lain ping hijaudsini malah kuningmerah,neutral
bug video dan audio patah patah sampai menit,neutral
anjay aku bohong pubg yg bohong,neutral
dulu asik game nyaskarang buat login pun susah sangatsemoga game ini menyenangkanbuat otak,negative
fungsi bp di game ini apasihh masa mau beli baju harus langganan dulu perbulan,neutral
sia gem bodo,neutral
bagus,positive
ada beberapa yang harus diperbaiki bug ketika mati tdk bisa spectate teman tampilan hanya diam ditempat saja bug fitur recall teman yang sedang mati teman yg di recall selalu saja ngebug bisa bangkit lagi tapi pemainnya ga bisa ngapa in diam ditempat,neutral
game nya sangat bagus,positive
ok,neutral
tolong game pubg mobile setiap saya gacha sekin ndak pernah di kasi setidaknya kasi sekin saya mohon kepada tim pubgm terimakasi,positive
game kelas bawah gameplay tidak seimbang,negative
developer coba dong kasih skin royale pass bertema militer dong skali biar seru,positive
game kontol,negative
lumayan,neutral
lumayan tapi semenjak update bug nya tolong di perbaiki,neutral
penyimpanan nya mohon di rampingkan,positive
sekarang saya beri pubg new era bintang lima,positive
sangat disayangkan sekali mode pilot dan khusus sniper nya tidak ada lagi padahal itu yg bikin aku betah di game ini,negative
bagus,neutral
game pubg hah ff dong biar pro,negative
sangat bagus games ini,positive
saya bingung ketika masuk ke akun audio bocor ke speaker dan headset tapi kalo tidak masuk ke akun audio headset bisa berfungsi dan ga bocor ke speaker hp kenapa ya,positive
sampai saat ini bagus aja,positive
gamenya makin berat rata kiri aja masi berat,neutral
kok gk bisa masuk ya pas mau milih download data trus gagal,negative
good,positive
bang knp tiap apdet selalu nambah kita tidak semua hp iphonemsak android ram masih leg jugatidak mungkin semua bisabeli iphone tolong lah jgn terlalu gedek penyimpanan nya terimakasih,neutral
ultimate arena banyak bug,negative
tolong dong pronenya buat bisa ditap dan dihold seperti apex legendtambahi animasi masuk kendaraannya dan kecilin lagi ukurannya,positive
pubg sekarang gak lagi macam dlusaya sangat suka main pubg di season kebawah sekarang banyak bug yang gak jelasmohon di perhatikan dongkami yg main samakin enggan untuk main karena hal hal yang seperti ini,neutral
bagus sekali,positive
pubg makin banyak bug dan cheater terlebih jaringan sudah om fire tapi masih memuat terus di loby semoga tambah baik lagi,negative
god,positive
damage ump benerin dong,negative
mungkin terlalu banyak chester makanya dalam bermain game ini suka kalah cepat dengan musuh meskipun hp bagus kita nembak sudah jelas kita dulu yang nembak namun kita yang masih malah kalah,positive
setelah bembaruan kok hilang akun saya dan tidak bisa di akses lagi dan sekarang malah di bikin baru dari awal sedangkan akun yang di kaitkan sama kayak yang lama,negative
ko gak bisa di instalterakhir download kalo gak bisa di instal parahh,negative
knp ini rp ga masuk padahal sebelum rp klr udh beli trs uc udh berkurang tolong respon dong ini game udh hampir seluruh dunia main,neutral
sering terjadi bugbugnya seperti karakter hilang setengahsaat di selesai revive karakternya lumayan sering pose,neutral
game ini ada sedikit masalah kenapa akun aku yang dulu hilang padahal hp aku lupa sandi terus ke reset nama akun aku yang dulu abyan yang sekarang abyan tolong kembalikan akun aku yang dulu kalo ngga aku kasih bintang,positive
main pubg saya lbih suka di banding game yg lain,positive
mntap,positive
untuk gamenya sudah bagus tapi saat main tiba tiba sinyal lag parah padahal sinyal lancar lancar aja mohon benerin min,neutral
sering ngeblink padahal sinyal ijo,neutral
bintang dlu soalnya baru nyoba nih gamekalau menurut aku bagus nanti ku kasih dah,neutral
kenapa suara mobil ku nggak ada bang pas main apa lagi masuk di latihan tembakan tidak suara mobilnya bang,neutral
terbaik,neutral
wkwkw hp kentang hapus aja pubg nyaa,negative
mengapa di saat ingin login setelah update menjadi try again dan itu tidak hanya sekali saya selalu try again dan terulang terus menerus,neutral
sangat,positive
game burik haram tolol,negative
masih ada kendala dengan sinyal yg suka merah padahal jaringan saya bagus dan lancar dan ada sedikit bug yg mungkin perlu di perbaiki oleh developer thanks,neutral
gem ini sgt kurang bagus bgi sya,negative
suka grapik,positive
game nya haram tidak paling populer,negative
pubgm the best,positive
betel,neutral
tolong turunkan kapasitas game yg super besar dan kirangi event yg mengganggu dan membuat bug semakin banyak,neutral
hp ku kalo main pubg sangat mudah frem dulunya emang egngak rapi sekarang ngeperem,neutral
krna dlu gua dh maen bagus app kok gk bs guanakn in gua unit lg tau bisa pke lgi gk parah,negative
mantep,positive
gw suka bgt game ini cuma ada sdkit protes update trbaru ini bugny banyak bgtt kadang loncat sndri udah delay padahal sinyal ms,neutral
server ping tinggi,neutral
asu,neutral
bagus banget saya puas saya main dari tahun tapi kalau bisa tolong untuk sistem gacha peti lebih di naikan rate dapet item nya,positive
tencen jujur uhuy,positive
bintangnya saya kurangin soalnya saya mengeluhkan masalah terutama frame drop saat main membuat gameplay terganggu padahal jaringan stabil dan hp saya pakai chipset flagship padahal main game berat lainnya tidak ada masalah mohon untuk segera di perbaiki lagi supaya bisa bermain dengan nyaman,negative
gem burik,negative
gay ygy ini mah geme nya berkelas,positive
kasih bintang ni mudahan game nya bagus,positive
dalam segi grafik game ini sudah cukup menarik dan penyimpanan yg di gunakan lumayan besar tetapi tolong banget buat developer game nya udah bagus banget cuma aja yg kurang yaitu masalah jaringan yg tidak masuk akal jadi tolong banget jaringannya di perbaiki lagi ya supaya player lain tidak mengalami masalah seperti saya terimakasih,negative
maaf untuk developer untuk gemenya bagus tapi masih banyak bug habis turun dari pesawat langsung mati,positive
lebih bagus dari epep,positive
wkwkkwwk gak masuk sepuluh besar ya canda gak sepuluh besar,neutral
banyak bug kalo bisa bug nya mohon di hilangkan,positive
masa mediatek dimensity graphic balance ga dapet framerate extreme lawak,neutral
hp saya xiaomi redmi saya main pubg sedikit lancar tapi ketika saya sudah mendapatkan kill kenapa selalu fc terus dan itu sangat mengganggu bagi saya saya mohon di perbaiki lagi untuk hp kentang seperti hp saya,neutral
ini donlod nya kok jadi susah gini ya,neutral
aq br main di game nisaya gk tau caranya,negative
game nya bener bener bagus,positive
game kok mati keluar asap canda keluar asap,negative
ukuran file yg besar membuat memori penyimpanan semakin sempit tapi saya tidak bisa beranjak dari game ini am addicted by this game,positive
masalah server tolong di perbaiki di update berikutnya karna setelah jaringan terputus ataupun lainya tidak bisa terhubung kembalimuncul gambar wifi seharusnya terhubung kembali setelah di mode pesawat untuk meresfresh jaringan tanpa harus keluar aplikasi baru bisa masuk pertempuran kembali tolong segera perbaiki dan responya,negative
untuk game pubgm menurut saya tidak ada kluhan saya hanya menyarankan kan untuk even nyah lebih di perbanyak agar player tidak cpat bosan stiap saya menyelesaikan kan misieven hadiah nyah cuma skin senjata trial tas trial dan hlem trial itu yg membuat saya tidak ada semngt untuk menyelesaikan even dan saya bermain hanya sekedar main tida ada tujuan,positive
dulu jadi game kebanggan sekarang semakin berat skin yg di luar dari tema awal pubg semakin membiasakan player game to pay dan merendahkan player old yg lbih suka bermain untuk happy bukan untuk kontes kekayaan,negative
bagus banget,positive
untuk scope kadang gak bisa diubah jaraknya khususnya kalau lagi dimap livik kenapa ya,positive
saya kurang suka untuk main squad random karena selalu mendapat tim yang tidak jelas banyak avk dan menurut saya untuk pemilihan squad kurang bagus jadi saya kasih bintang,negative
pubg auto aim auto ramee wkkw,positive
kadang nyeleng kadang oke,positive
game basi,negative
game kok banyak cheaternya,negative
im back,negative
semoga tak mengecewakan lgi,negative
geam ini sangat keren tapi mb nya terlalu besar jadi tolong rendahkan sedikit dan satu lagi aku mau larinya lebih keren kan lagi makaitu aku kasih bintang dan jangan lupa updet nya jangan banyak banyak mb nya sekian ucapan dari saya terimakasih,neutral
geme nya keren,positive
pubg mobile beri rating aplikasi ini,positive
game kok mati keluar asap canda keluar asap,negative
tlong woi pubg di perbaiki ram ny,negative
sekarang pubg makin berat,negative
gak ada event menarik game nya dah mulai ngebosenin fokuss tross sama skin colab dan hal lainnya,neutral
hallo pubg mobile rog phone dah ga kuat kali ya buat main lancar sering ngelag dan keluar sendiri pas lg main sama pas kalo selesai pertandingan tolong diperbaiki,neutral
bagus,positive
ok lah,positive
pubgm sekarang makin sepi sering main suka ketemu yg isi nya map bot semua makin hari banyak skin aneh jadi kaya perang badut,negative
game rusak masa banyak yang chet vip ga di banned,negative
tolong untuk development game ini setiap saya main ranked knapa sinyalnya lag sedangkan saat saya main game lain yg online tidak lag mohon kerjasama nya,positive
banyak bug,negative
udh di download tapi ngk bisa buat mainkecewa,negative
give me glacier,positive
semua orang aku main ff aku ml cuma ml ku aku hapus aku mau main papji ml lu keyagan ku sendiri,negative
skin update terusgame nya banyak bugtdm stucksetelah recall gak gerakspectate stuckpoin turun gak segera diperbaikisangat tidak responsif,neutral
seru sih itu ajah,positive
livik sering bug,negative
tolong untuk low resource pack nya di turunkan seperti dulu mb,negative
game nia suda bagus garafik mantap tapi apdetan sekarag suda mulai menbosan kan kalo bisa bikin apdetan iag lebi menarik jagan pereg terus kan bisa buat arena permain nan iag bisa dapat hadia atau sebua penmain iag menari atar pemain semoga suk ses,positive
mantap,positive
hp gua kentang,neutral
terimakasih semakin lama ruang penyimpanan habis,positive
nah ini baru bagus royall pass nya ad skin kapal lain kali harus ad selalu skin kendaraan ya di rp ny biar semangat upgrade pass,positive
masih banyaknya bug saat bermain contohnya spektor nge bugsaat melihat teman masih bermain dan saat di rekol nge bug juga tidak bisa terhubung kembali ke dalam game,neutral
mohon pada pihak developer agar game nya lebih di ringan kan lagi agar pengalaman bermain low divice lebih nyaman,negative
nice,positive
game yg mengasikan,positive
sering ngeframe jaringan tinggi,neutral
keren gamenya bahkan lebih bagus dari ep ep game nya juga tidak terlalu pay to win ga kaya epep dan cod pay to win amat selain itu grafis nya juga ga burik ga kaya epep bikin sakit mata dahh yah untuk gachanya sih juga ga begitu banyak cocok lah untuk kalian nieh oh ya dev untuk skin karakter dan weapon dan apa pun itu juga tolong ya untuk yg bagus buat jadi permanen biar para pemain baru merasa sgt puas ayo guys sini download pubg sekarang jga no pay to win no bocil caper,positive
sejauh ini tidak ada masalah tapi tolong matchmaking nya diperbaiki lagi kenapa saya selalu satu tim dengan player noob sangat tidak adil,neutral
kurang meng erti bar main,negative
keren bangett,negative
sangar,positive
baik,negative
makin lama makin berat berak,negative
good game lancar dan sukses selalu pubg makasih,positive
keluhan saya pada saat login selalu saja request time out padahal saya coba game online lain lancar lancar saja,negative
memo ya terlalu penuh jadi bisa di kurangin gk,neutral
livik yang skarang beda jauh dari livik yang dulu yang skarang gak seenak livik yang duluukok rumputnya di kurangin sih dan grafik pohonnya juga berkurang aslii buat developer yng terhormat pembaruannya nanti jngan hilangin yng bagus nya lagi ya aku merasa kehilangan lapangan kesukaanku setelah livik di perbarui,neutral
game yang sangat bagus,positive
bang kalo wwcd jangan ada tombol share ya ada yang panas kalo gua share xixiixi,positive
file updatenya selalu besar makin update makin besar saja mohon pihak developer untuk mengecilkan ukuran filenya lah biar handphone kami ngga terlalu berat nampung game ini masa selalu update harus ganti handphone dengan ram yang lebih besar lagi tolol ni game peak,negative
hp saya rampubg banyak banget makan data,neutral
serunya dulu mabar maen dari masih dalam drop box smpai collab sma aw lanjayskarang hp snap muntah,negative
kelamaan update,negative
ok,neutral
inpo ngantemi monton,negative
hahahaahahha hp kalian kentang aku mah bisa download pubg mobile legends free fire efotbal fifa berarti kalian yang nga bisa download game ini berarti hp kalian kentang,positive
udh gak seru main pubgsemakin lama semakin berat lag terus akhirnya ku uninstalludh sering lagdapat lawan yg udh elit baru nyari musuh yg nembakkita dah mati duluangimana mau serulawan gak sebanding sering lag lagi,positive
sudah lebih baik tapi terkadang terdapat bug seperti tak ada suara mic teman dan tibatiba menembus tembok,positive
abis update framerate drop mulu sama sering lag,neutral
gk ad alok nya,neutral
bisa nahan rekoil,positive
please mode payload di munculin lagi please,positive
game tai haram,negative
tolong ini hp samsung prime saya mau meledak ini game nya terlalu berat info cit anti lag dong,negative
lagi enak main tapi koneksi jaringan internet selalu hilang bikin kesal kalau main udah data mahal jaringan selalu hilang,negative
seperti biasa habis pudate pasti banyak bug tolong tencent perbaiki masalah itu kalo udah bintang,positive
gamenya bagus cuma sedikit lagi dan patah patah dan ping sering naik cuman grafik nya bagus si dan update nya mau koborasi dengan misal ep ep burik cuman keren game nya,positive
royal pass nya ga ada skin kendaraan,neutral
knp ini server sering down,negative
game haram kok diamainin,neutral
game seru,positive
good,positive
baru nyoba smoga gk cacat,positive
ok,positive
jaringan masih lemot lawan rank tidak seimbang masih banyak bug kalau semua belum persen diperbaiki akan saya uninstal,neutral
duh kok engga bisa masuk ya bug atau sinyal inimohon diperbaiki,neutral
game ini sangat bagus tetapi ubdet,positive
ok,neutral
cara memperbaiki keslaahan login dengan link gmna ya setiap login lewat link selalu for close mohon bantuannya dong,positive
baru mencoba,positive
udah gx asik lgi main nya,neutral
mantap,positive
ok nice,positive
makin susah di jaringan bug nya makin banyak sering mengalami lag dalam permainansedangkan di jaringan stabil,neutral
mayan,neutral
tencent tolol ngebol game burik,negative
hahahaahahha hp kalian kentang aku mah bisa download pubg mobile legends free fire efotbal fifa berarti kalian yang nga bisa download game ini berarti hp kalian kentang,positive
abded nya tambah kerentapi kenapa ya sekarang kalok mau login masuk lama semenjak di abded,neutral
gem bertempur dengan bug,positive
udh pake iphone pro max yang asli masih aja lagemang gk waras nih game keluar asap,neutral
game kantal banyak cheater and bug,negative
terlalu banyak pembaruan jadi gk seru lagi gk kaya sebelum nya enak seru,neutral
serius ini game mantep banget walau agak sudah,positive
hi developer yah lumayan pubg sekarang event sekarang juga udah bagus banyak collab sama anime muehehe oh iya buat pihak developer maaf bintang nya saya kurangin dua ya soalnya auto download datanya seharusnya di hilangkan aja soalnya mengganggu dan bug bug nya dihilangkan tolong ya buat pihak developer nih soalnya kami para palyer merasa terganggu apalagi bug bug di pubg tibatiba turun tereliminasi kasian ter untuk player random ataupun solo,neutral
not bad its to hard to play game because beginner specially to find anemy,neutral
hahahaahahha hp kalian kentang aku mah bisa download pubg mobile legends free fire efotbal fifa berarti kalian yang nga bisa download game ini berarti hp kalian kentang,positive
gg,positive
kasi bintang aja dulu soalnya takut ram ngebleng,neutral
ini game battleroyal sangat bagus,positive
bagusdan wajar bug soalnya semua game online jga kya gtu,positive
gud,positive
game ini gue belum tau jadi gue kasi bintang dua aja,negative
game keren si ini,positive
bug nya tolong di perbaiki lagi min sedikit mengganggu pengguna,positive
mohon dikondisikan harga harga di pubg jangan sempat beli uc bisa beli makan ngak bisa di kondisikan lah karena peminat pubg bukan lah hanya yg berdompet tebal kan bisa liat makin kesini makin sedikit peminat karena penggunaan memory besar makin besar harga selangit hp harga jtaan masih menangis mohon di beri solusi,negative
tencent pelit gak kasih mummy udh hilang banyak,negative
keluar teru la gu mau mai,neutral
bagusbanget saya suka gem ini,neutral
empat dl deh,positive
game nya sangat jelek dan burik,neutral
lumayan buat hiburan jadi belum bisa kasih karna sering frame,positive
bug gyro gerak sendiri ketika didalam game saya aktifkan gyro always on sebelum nya main kayak biasa aja normal gyro nya bisa dikontrol dengan baik tetapi sehari yang lalu loh kok gyro nya ga ke kontrol mungkin tangan saya tremor tapi saat dicoba di letakan di lantai gyro nya tetap gerak terus ke arah jam saya coba gyro nya scope on sama aja gyro nya gerak sendiri jadi aim nya kemana mana susah di kontrol,neutral
baik,positive
okee setelah update malah banyak bug yang terjadi saat bermain game padahal sinyal bagus tapi gak bisa login,neutral
tolong kenapa akun saya di banned padahal tidak menggunakan kecurangan udah lama aku main pubg fine aja pas kemaren baru di ban tahun,negative
game paling realistis seperti gta dan aku menyukai nya terimakasih banyak untuk developer game ini thanks for level infinite,positive
lumayan menyenangkan,neutral
kok ngelag hp gua padahal udah ram,negative
pubg lagi kenapa sesi waktu telah habis gitu terus kadang lagi main tiba keluar coba benerin lah bikin bete aja,neutral
lovers kalo ada email aja,negative
ok,positive
okee setelah update malah banyak bug yang terjadi saat bermain game padahal sinyal bagus tapi gak bisa login,neutral
selalu update versi tapi tolongjangan setiap main jaringan bagus tapi kenapa nge buglama lama bisa bikin kacau,neutral
bug nya sangat meresahkan dan juga ping yang tibatiba naikmaaf saya hanya memberikan bintang,neutral
mantap,positive
akun saya pernah di bajak bisa balik gak ya,neutral
bagus cuman kurang realistic saja seperti epep grafik nyaa tapi secara gameplay sudah enak seekali jadi silahkan di donlot,positive
kenapa saya tidak bisa meng upgrade pubg terbaru padahal kuota saya masih cukup penyimpangan pun masih kosong serta jaringan sala lancar tapi anehnya setiap saya klik update melalui play store selatu ada pemberitahuan bahwa up yg saya lakukan selalu terrunda baik menggunakan data pribadi atau pun wifi,neutral
tinus kaka,positive
aku cuma mau try pubg ini yah keran juga,positive
saya suka memainkan nya kalo bisa di tambah lagi pemain nya jadi di mode klasik,positive
wow,positive
good game,positive
game burik,negative
di cobah dlu,neutral
not bad lah,positive
bagus gerapik ya tapi aku dikatain pubg burik haram,neutral
ini untuk yang ke ku download di tahun ini kalo masih kaga enak ana saranin ke deplover untuk menutup aplikasi ini sebab hanya merugikan banyak penggemar,neutral
sangat menyukai versi terbaru ini,positive
semua mantap tapi makin kesini selalu error giro selalu errorharus restart hp terus,neutral
sering terjadi bug yang sangat merugikan,positive
sy belum dowload tapi keren wkwk,positive
sedikit masukan untuk developer setelah sering update sistem rendering ingame terasa semakin melemah dimana terkadang musuh tidak terlihat bahkan pada jarak dekat walau mereka sedang berlarian dimohon untuk perbaikan terutama sistem render ingame karena terakhir saya bermain saya mencoba menyerah saat sebuah mobil musuh mencoba menabrak saya dimana seketika saat saya membuka scope mobil tersebut menghilang dan tiba sudah dibelakang saya,neutral
lumayan,neutral
game gila lag nya minta ampun turun kan lah giga nya jangan besar developer nya gak bertanggung jawab,negative
setelah update terbaru setiap main di livik kenapa pengaturan tombol peak kirikanan yang seharusnya hold malah nyangkut dan tidak kembali lagi kecuali di tekan lagi ini membuat saya kesal dan berimbas ke gameplay saya dan harus relog game lagi terkadang walau sudah relog tidak ada perubahannya mohon di fix bug ini kalau main di map lain tidak ada masalah tapi saya lebih suka main di map livik,positive
padalah main ga pernah curangkenapa akun ku di banned,neutral
tolong game ini sangat besar dan berat tolong untuk di kontrol lagi ya,neutral
masok pak eko,neutral
kenapa ketika saya main mode playload malah sering nge bug,negative
permainan kok nyembah pas mati ko keluar asap itu permainan apa sinetron azab,negative
anjai seru banget mudah dan gampang,positive
terlalu mengharuskan sinyal bagus baru bisa lancarsinyal jelek dikit lngsung kluar ke loby,negative
abis update malah ngeleg lemot ram pdhl tdk ada aplikasi berjalan selain pubg game mode sinyal wifi stabil bukan hanya saya tp teman yg lain jg demikian jd jangan salahkan hp user emang game nya yg hrs di perbaiki,negative
lag banget kontrolnya susah banget matchmaking terlalu lama musuh sering tidak ke detect dan sensitivitas terlalu tinggi tapi kalo ada musuh langsung lag item di shop terlalu mahal ukuran sudah kecil ketimbang game fps lain tapi banyak yang perlu di tingkatkan,negative
pantes ratingnya turun jaringan di game aja ga jelas gimana mau maju coba game ni aj sudahlah suka suka kalian lah cina,negative
game sangat bagus dan ada pintu,positive
sekarang pubg jauh lebih bagus tidak ada bugcheatframengeleg kalo mau download pubg liat dulu cpu hp kalian dan ram nya terima kasih proxima beta,positive
kok cacat gini jadinya game ini tencent saya main sedang asyik nya malah tidak bisa ditekan tombol apapun tolong dong saya udah lama main game ini tiap update baru selalu ada aja masalahnya,negative
