content,score,sentiment
tolong perbaikkan stabil,3,1
otomatis aim biar sulit device,3,1
bug parasut dilepas karakternya terbang jatuh mati,3,1
anjing pubg,4,2
wow anak pubg,5,2
main pubg mobile lancar main kendala apapun,4,2
game suka lag lag pakai mobile legends bagus sinyal,1,0
bug mode ranking,1,0
seram,3,1
ketinggian beban aplikasi berat,2,0
tolong handphone kentang tolong kecilkan data tolong,5,2
berharap karakter pubg mobile free fire kaya free fire tencent pikir otak karakter grafis bayar pakai uc rumit orang handphone bagus pikir tencent berharap karakter pubg mobile grafis bayar pakai uang masyarakat indonesia uang tolong tencent loading cepat loading pakai mega byte loading tencent dengar,1,0
tencent material update glacier,3,1
game kadang bug,1,0
game haram,1,0
hai admin player terganggu koneksi bermasalah tumpang hotspot teman kuota bagus internet teman sinyalnya bermain game terganggu delay high sinyal dimana situ delay peek menembak reload ubah senjata membuka pintu masuk jendela hit musuh delay terganggu mohon fixed,3,1
game pubg peminatnya hiburan update tutup game lambat ditinggalkan disayangkan teman main,4,2
banget bug tolong perbaiki mengadakan update,3,1
pokemon,5,2
download,1,0
kendala sinyal bug mengakibatkan nyaman,5,2
game hahaha hahaha hahaha hahaha high definition wallpaper sayang png gift animasi lomba programming bro bro,1,0
akunya login server autentikasi failed,3,1
game pubg game jelek,5,2
kasih bintang main disuruh update,2,0
grafiknya high definition biar enak main,3,1
mantap grafis buruk game sebelah,5,2
mantap banget,5,2
bug menurun peminat main game pubg ukurannya pembaruan,3,1
halo player pubg pendapat pemberi bintang bilang game bagus segi grafis bagus tekstur bagus mengesalkan bug adjust minum obat medkit menggranat teman random kesal bug semoga pubg pendapat memperbaiki bug pubg,3,1
jujur pubg grafis buruk tolong krafton jadikan pubg mobile musim grafis buruk download anjing,3,1
kasih bintang bug device komputer low gamenya main,3,1
permainan noob kasih lawan seimbang hiburan,3,1
visual banned mantap conqueror push pakai visual pantasan rating turun serius menangani cheat otomatis aim dinding pelindung jump shot tambahkan skin damage hahaha,1,0
game minggu mainkan update update biar lancar gamenya patah lag biar teman main filenya update gamenya lancar terima kasih,2,0
rifaldi,2,0
pubg mobile servernya perhatikan login lobi sinyal game sinyal enak update sinyal server mohon perhatikan,1,0
halo selamat sore developer mengeluh metro royale rompi level kuning biru main rompi tertukar teman random rompi coklat tertukar teman random kesal mara rompi kena ambil coba main teman rompi biru rompi coklat masuk kedalam game masuk suruh teman keluarkan rompi coklat rompi biru tertukar maaf perkataan sopan tolong,3,1
admin senjata shotgun dbs dihadirkan tdm,4,2
lag freeze tolong mendukung handphone kentang,2,0
dimaini handphone,4,2
anjing update main,3,1
gamenya bagus grafiknya buka anjing,3,1
dukung mengatasinya,1,0
game update menarik membutuhkan ruang,1,0
mengerti,3,1
bagus,5,2
akunku loginkan development akun fuck,3,1
maaf mengasih bintang bug membawa senjata membidik musuh teropong main perang arcade turun pesawat mengontrol mendarat otomatis sekian terima kasih,3,1
kelas,5,2
terima kasih pubg jurang menemani kebosanan game terbaik,5,2
berat,3,1
puas,4,2
update bug step suara tembakkan,2,0
bug didalam game diperbaiki turun pesawat suka bug rumah tanah kasih baju gratis hahaha biar koleksi hahaha,3,1
kerasa banget bugnya,3,1
ayolah tencent update game gamenya hapus terima kasih,3,1
tolong sinyal penuh bug,3,1
cocok device kentang device memiliki processor mediatek semoga update mengoptimalkan kelancaran bermain game sekian terima kasih,1,0
game bermasalah,1,0
wifi unduhan dihentikan jeda unduh mohon ubah merugikan pemilik data terima kasih,3,1
berantas hack cheat,5,2
player pubg mobile erangel menarik hilangkan livik karakin peta beda sanhok miramar tambahkan peta kasihan player handphonenya kentang menikmati game pubg mobile makan ruang penyimpanan mengalami bug update main pubg mobile mohon perhatikan musim bug sekian terima kasih,3,1
tolong update royale pass royale pass misi tulisan perolehan maksimal level bekukan misinya beli kotak event royale pass,3,1
mantap,2,0
malas motor tembus tanah,1,0
ukuran perkecil bug hilang,2,0
kakak tolong perbarui update kouta langsung habis ganti bendera profil,4,2
lumayan,2,0
game turun kualitasnya pesaing meningkatkan kualitas,2,0
admin update perbaiki sinyal bagus lancar update macet pindah game perbaiki admin edit kali lumayan gameplay game sebelah pubg game sebelah contohnya terjun pakai skateboard,4,2
ok,1,0
acaranya kenangannya player old,5,2
gila game minggu kemarin masuk game menunggu menit menunggu admin tolong peta miramar percepat erangel masuk cepat aneh,1,0
cheat,5,2
bug download resource download obb,3,1
grafis buruk,5,2
fixed pensiun bos bug frame parah ios kali main android kelas dukung jaminan nyaman bermain,3,1
masuk pubg tolonglah,3,1
patah sinyal stabil update,3,1
sulit masuknya,3,1
gamenya bug contohnya buka senjata suka macet pagar reload mohon developer gamenya memperbaiki gamenya,2,0
game lumayan bagus,3,1
lapor bug giroskop bergerak adjustment scope kadang kadang main,3,1
tolong event hewan monster hapus gara gara perang ganggukan hewan monster babi,1,0
game haram,1,0
tolong poco pro frame rate fps unlock,3,1
maaf bintang masuk klasik menunggu menit masuk mendarat tolong server asia perbarui ok masuk,3,1
game haram bohong,2,0
rusak bug,1,0
game pelit,5,2
bug benarkan bug kesal,1,0
bug,4,2
handphone download,2,0
banget update peningkatan,3,1
ok,5,2
game haram,1,0
tolong bug suara setan update game play delay suara tembakkan tunggal otomatis bantulah perbaiki secepatnya,3,1
bot tier diamond lawan bot tolong perbaiki match,3,1
bagus aduh,5,2
anjing keren game terbaik,5,2
puas game,5,2
gamenya bagus bug tolong tolong perbaiki gamenya,5,2
tolong kali skin royale pass musim adakan skin mobil motor banyakkan gantungan tas peringkat skin mobil motor golden peti aduh,2,0
bagus tim cupu,5,2
battle royale peta zombie semoga dihilang lag memenuhi penyimpanan kakak tencent,2,0
pindah free fire,1,0
gamenya keren sulit kontrol,4,2
bug,3,1
pastikan update next update hapus say butuh hiburan menghindari keuangan beli handphone,2,0
hoki spin hoki hoki fragmen token merugikan player,1,0
download reset suruh download ulang,2,0
game haram,2,0
mantap game mobile legends karakter kelly suka alucard,3,1
tolong bug suara tembaknya perbaiki suara handphone teman menembak handphone bunyi tunggal asyik,1,0
game bagus grafiknya smooth begiti tolong berbaik bug melempar bom bom kill,5,2
game terbaik,5,2
ganti handphone download persen tunggu sejam terbuka main bug,3,1
sinyal lag pakai wifi,3,1
berhenti memainkan game alasan device mendukung saran kurangi update kembalikan pubg mobile dimainkan device terima kasih,1,0
work phone asia,1,0
tolong nice try pakai goku skin mythic really really hoping,5,2
update masuk kesal banget astaga cost uang main download obb running play store ketik obb running mainkan notifikasinya masuk download obb service running,2,0
tolong pacar game dipermudah handphone giga byte tolong tolong lag patah patah,5,2
kurangilah mega byte biar handphone kentang main handphone kentang main peminatnya,2,0
mantap loading kadang sulit musuh seimbang rating player,3,1
kacau step suara aneh dengarkan musik dibikin,3,1
update bug,3,1
kecewa game pubg dimainkan koneksi facebook masuk facebook otorisasi dibatalkan,2,0
banget masuk pertempurannya kaya,3,1
aplikasi bagus,4,2
game bagus,5,2
kali login posisi tombol bergeser repot banget atur ulang,3,1
tolong basmi pengguna cheat fps drop,2,0
senang maaf membeli skin,3,1
event permainan patah patah seru berat handphone cepat panas,3,1
suka giga byte,3,1
main suka bug main livik langsung bug karakin tolong ditingkatkan seru musim,3,1
bug bug tampilan lempar bom heal suka menghilang bug lootingan segede school lootingan peluru terpencil lootingan bagus,4,2
anjing,4,2
game grafis buruk kembalikan pubg,1,0
game sulit update parah handphone kaleng step kaki kiri orang kanan,2,0
update login jam mega byte,3,1
game free fire bagus peta bundle skin bagus game ok game free fire game free fire lupa download game free fire,2,0
mantap,5,2
game bagus,5,2
gamenya bagus,5,2
bagus,3,1
give glacier,5,2
hai babi server anjing login,1,0
update handphone frame,2,0
game update hancur sinyal normal lag parah bug turun,1,0
download banget,2,0
update update,3,1
mengadakan event bug tidur,3,1
suka banget game main musim banget kenangan teman vakum player hebat player cheat handphone frame developer pubg mobile depannya game terbaik,5,2
pubg anjing bug mikropon jelek,3,1
login pakai akun twitter,1,0
ok hiburan,4,2
pubg mobile paksa download peta handphone kentang tolong,3,1
gacha dapatkan item legendaris mythic mudah banget item legendaris sulit semenjak tencent lepas pubg,1,0
login game mengalami force tutup login akun,3,1
enak game seru,4,2
tolong perbaiki frame drop sinyal sinyal stabil pemain merasakan kenyamanan,3,1
forced tutup main posisi android,2,0
bagus,5,2
masuk masuk tulisan otorisasi batalkan,2,0
game bagus,1,0
tambahkan advanced grafis pengaturan,2,0
tolong perbaiki suara mobil suaranya step orang berjalan,3,1
hahaha,3,1
pubg pelit skin kecewa hoki sultan,1,0
jelek,1,0
game keren,5,2
maaf bintang bug suara kadang rajin suara mengaktifkan suara rajin hilang suara,3,1
terbaik game ok kekurangan lari lambat perbaiki,3,1
login akun facebook play game tweet tolong menanggapi terima kasih,1,0
bagus,2,0
game seru,4,2
mohon pengaturan biar handphone giga byte mendukung game,1,0
hoki spin hoki hoki fragmen token merugikan player,1,0
main koneksi stabil terputus game kasih notifikasi masuk game pulangkan lobi,2,0
loading,3,1
krafton update sinyal stabil wifi lancar main game lancar,3,1
halo admin memiliki kali main mengalami fps drop frame bermain penyimpanan handphone dibilang kali badmood,3,1
hadiah diperbaiki tencent,3,1
pubg,3,1
bug,3,1
seru,5,2
tolong handphone chipset mediatek helio unlock smooth ultra seri unlock smooth ekstrim,4,2
sedekah bintang,5,2
pubg mega byte,3,1
selesai negoisasi kontrak kerja sore minggu kukira kau hermawan kartajaya dunia dunia found wayang kulit rumah kitab,5,2
berat admin tolong berat berat handphone spesifikasi medium,2,0
permainan menarik frame server menanggapi pokok lambat server mohon perbaiki update lancar update lag,3,1
kasih bintang permasalahan bug game bug turun grafis berubah buram berharap bug atasi,2,0
asyik kaya update kemarin,4,2
pubg mobile,5,2
mega byte,3,1
game rusak jelek,1,0
tolong perbaiki bugnya kali,3,1
parah,1,0
suka game handphone mendukung,5,2
game keren bro acaranya pakai uc ujung ujungnya uang saran event free banyakkan skin keren minimal free event free baju keren misinya sulit sulit playernya malas main bro terpenting pintunya bro,4,2
good game buka,2,0
handphone murah main otomatis banting,1,0
grafiknya cacat patah karakter normal,3,1
item mahal tolong kurangi cost item bagus,2,0
mantap vip banned brutal main banned lanjutkan,1,0
hai admin pubg terkena bug kode verifikasi login gmail kode verifikasi masuk mohon bantuannya terima kasih,2,0
dibuka gamenya batas hapus download dibuka,4,2
update mega byte selesai upgrade aplikasinya aneh kapasitas memori kosong kaya jalan,3,1
developer terhormat tolong bug analog suka mengunci tolong fixed bug,3,1
kurangi bintang masuk server menanggapi wifi enak banget,3,1
admin pubg ringan,3,1
bagus game bug,5,2
pubg bug separah step musuh teman tembak kejauhan suaranya bot mode tunggal tembak suara step sejelas lantai suaranya kadang suara musuh sinyal suka lompat stabil suka lompat tolong diperbaiki kenyamanan,2,0
lag,3,1
keamanan menjamin cheat berkeliaran olah pubg ditipu aduh coba player penipu merajalela,2,0
bagus,5,2
kasih bintang gema,3,1
game berat lag,4,2
bug damage tembak kepala musuh musuh tembak telat mati sinyal bagus,3,1
buruk,3,1
bug lag malas main,3,1
skin urus performa game urus kasihan player keluhan frame semoga perbaiki performa sekian terima kasih,4,2
bug berat game upgrade iphone rindu pubg tencent,1,0
admin main game free fire,5,2
langsung niat main pubg,2,0
pubg bug malas main,3,1
game minusnya penggunaan,2,0
game seru banget kecanduan game perbaiki bug bug kakak,1,0
menyembah patung,2,0
handphone,3,1
lag sinyal merah wifi aman,3,1
akun kena hack mohon bantuan,1,0
pakai snapdragon lag parah game cacat rusak pubg jelek,1,0
bagus,5,2
tencent krafton upgrade kapasitasnya handphone redmi note pro kentang,3,1
sisca kohl handphone sanggup main,2,0
lumayan,5,2
sulit main game,1,0
game bagus,5,2
maaf bintang download main free fire gara handphone kentang main pubg,4,2
berhasil download sinyal bermain mobile legends lancar lag,3,1
halo kecewa krafton menciptakan peta livik hidup hidup battle royale survival bertahan hidup bug hidup hidup player musim update krafton ciptakan mengecewakan player player musim tolong tanggapi komentar nyaman bermain pubg krafton mendengar komentar pindah game main game,2,0
bangkai download file update file hilang download,2,0
cheat,2,0
bintang main game update selanjut mohon perbaiki terima gaji,4,2
tencent tolong kasih random bodoh soon jelek,2,0
banget,5,2
pubg membosankan senjata bug sepele lumayan mengganggu,3,1
selesai update dibuka,3,1
bubar bubar kuat handphone,1,0
update kurangi versi barunya masuk,2,0
dikembangkan grafiknya mendukung player kualitas device rendah,3,1
gamenya berat frame pengaturan kiri low berat device bagus berat tolong perbaiki frame kadang suka force tutup paksa mengulangi masuk game berat,3,1
bug game pubg ayolah perbaiki malas rank turun gara bug meresahkan,1,0
install bantu,1,0
kali bug game krafton kau kerjakan main pubg semenjak krafton pegang hancur kali pubg,1,0
bug peta,5,2
mohon bantuannya pasang,5,2
download,4,2
bug karakter tersandung bug step mini peta step teman step musuh tolong bug bug diperbaiki kasihan player main,1,0
game terbaik,5,2
pubg bagus high definition kalah call duty,3,1
pubg grafis buruk,5,2
pembaruan,3,1
keren banget bro,5,2
akun pubg hubungkan google play hilang ambil orang kecewa,2,0
parah update nyaman main suara game looting delay bagusan update,3,1
sensitivitas rusak tombol tembak touch aneh tolong update sensitivitas,1,0
admin update kolaborasi marshmellow biar asyik topengnya gratis baju celana gratis tolong admin,5,2
ukuran ukuran,2,0
mohon update gambar,5,2
cheat menyebalkan cheat vip resmi hapus game cheat main,1,0
game bagus grafis ok bug ganggu bermain suka lag mohon perbaiki terima kasih,3,1
event game menarik sayang main bareng suka frame,5,2
game battle seru,5,2
pubg main bareng teman tiernya pubg main bareng memandang tier,5,2
login tulisannya server autentikasi error,3,1
game bagus gema,5,2
seru cheat banyakkan peta event game grafis buruk,1,0
kaya call duty asyik banget,1,0
tolong perbaiki spectator teman macet posisi,3,1
sayang game sebagus pakai sinyal normal,2,0
halo tencent pubg mobile nyaman update terbaru bunuh orang kill tulisan baca tanda kill orang knock bunuh orang tolonglah ubah terima kasih,2,0
sinyal enak play match update,1,0
game grafis buruk high definition keburikannya anjing kelas,5,2
game noob,4,2
bagus,5,2
bintang ukuran game mohon perkecil ukuran giga byte game terima kasih,3,1
parah sulit masuk,2,0
handphone kentang,4,2
gamenya seru sayang berhadapan musuh like sinyal penuh hapus,3,1
game bagus bagus handphone kuat lag patah bagus kasih bintang,5,2
game error tolong diperbaiki lobi sinyal menanggapi game lancar lancar,4,2
masuk game,4,2
game bug,2,0
frame parah snapdragon,3,1
maaf admin gamenya ok,2,0
tolong bantu mengurangi harga wanita cheat terima kasih,2,0
halo masala frame drop,4,2
bagus,4,2
tolong tolong kurangi kapasitas penyimpanan handphone mainnya lancar,3,1
main enak enak berat banget penyimpanan,3,1
game berat pensiun main pubg mobile terima kasih hiburan,1,0
tolong koneksi perbaiki gara koneksi mengalami buka,3,1
kasih bintang rahasia,3,1
update enak bug main pubg enam enak musim,2,0
pubg benarkan free fire anjing turun pakai skateboard pakai mobil pakai pemain musim malas main seru main musim mengerti pubg pensiun beralih game,1,0
game keren,3,1
bro tolong perbaiki bug update bug benarkan,1,0
tolong come pubg ringan,5,2
suka banget game pubg mobile sakit mata,5,2
pubg unik update fali,2,0
bug parasut,3,1
komentar bagus,5,2
membawa old kill pesan,3,1
perbaiki bug macet main hasil knock laju lobi kill musuh hahaha,3,1
game asli palsu,3,1
game rusak jelek,1,0
maaf bintang bug suara kadang rajin suara mengaktifkan suara rajin hilang suara,3,1
game lumayan bagus update frame kadang mohon tindak lanjuti,3,1
hiburan asyik gemasnya,4,2
kesan klasik hilang update suka versi,3,1
bintang ukuran game mohon perkecil ukuran giga byte game terima kasih,3,1
update uninstall download bug event heran kecewa banget hai,2,0
main iklan slot anjing,2,0
bagus kerja pubg,5,2
dear pubg rating menurun hahaha device mendukung hahaha pembaharuan meninjau device mid end bentar game legend laku hahaha,1,0
mengunduh data login download data tulisannya storage lupa penyimpananku giga byte,2,0
game jelek bug,1,0
bug,3,1
asyik game,5,2
lag lag lag bandingkan membeli handphone,4,2
game,5,2
ok,3,1
bug sarankan tambahkan event pubg fokus perbaikan,3,1
game enak teman,2,0
diperbaiki tolong sinyal bug nyaman game bagus sinyal bugnya enak,3,1
mantap,5,2
mantap game puas,4,2
kocak pubg sinyal sinyal lancar memuat permintaan habis main,2,0
hai keluhan tujuan bermain game mencari hiburan bermain pusing sistem ranked game seakan sulit mencapai rank kemampuan pikir bermain pubg developer bisalah sesuaikan sistem ranked terima kasih,3,1
bug lag parah,3,1
tembak pistol setir,5,2
frame drop dimana event lumayan menarik intinya tolong kurangi frame drop biarkan,3,1
game masuk permainan esport dunia akun masuk otorisasi revoked aneh hapus download juta orang download mengerti server paham kepuasan pelanggan minimal,3,1
bagus gamenya,4,2
game bagus peta bagus,4,2
bagus game grafis grafis buruk kaya free fire,1,0
tolong hilangkan bug game masuk loadingnya menit tim mengamuk sinyal bagus tolong perbaiki,4,2
jujur game khusus handphone speak bagus minimal game aplikasi gambar player pubg mobile free fire mobile legends apex legend tencent bercanda,3,1
game bagus,5,2
bagus,1,0
kecewa game update gamenya prosesnya bosan menunggu tolong dipercepat game update,3,1
tolong game pubg mobile perbaiki suka grafis rendah grafiknya kaya minecraft maaf maaf ganti grafis high definition tulisannya situ grafis solusinya grafiknya grafis buruk kaya game sebelah,4,2
halo install tolong main main bareng teman,3,1
bug,3,1
game memukau kalangan membutuhkan handphone performa pengalaman bermain peluang menang,5,2
masuk arena parah,3,1
dimana pubg,1,0
kasih bintang,5,2
oh,4,2
bug download resource download obb,3,1
suka game update download game suruh download ulang update download admin,4,2
kasih bintang bug bug aneh cheat mohon banned akun terdeteksi cheat nilai game terima kasih,4,2
lots bug nice try need mode update need comfort playing useless update skin bug nice try fixed,4,2
senang game bermain kadang main livik jalannya sinyal game game mohon perbaiki,5,2
bagus,2,0
game haram menyembah patung menginjak sejadah,5,2
erangel livik,3,1
tolong perbaiki game main kali ditembaki musuh dimana step musuh lari pos tutup pintu buka seharus lihat musuh aneh musuh tembak tolong dibantu terima kasih,2,0
fixed pensiun bos bug frame parah ios kali main android kelas dukung jaminan nyaman bermain,3,1
update free fire tolong kena tuntut player pubg tolong update arena arena free fire tolong komentar,3,1
bagus,5,2
tolong game tolong sesuaikan handphone ramnya game terlaris,3,1
main main kasih masukan ok,3,1
bug parah match erangel bangunan hilang enaknya musuh enaknya tembak tembok bangunan,1,0
game bagus kakak,5,2
tolong atasi bug error matching gara gara bug main pubg koneksi,2,0
bug recall bagus diperbaiki,5,2
game elit perbaikan sinyal sulit,1,0
game haram bangga,1,0
buruk,3,1
bermain kali mengumpurkan poin menang poin kehilangan poin rekan tim sengaja membunuh adil,3,1
kasih bintang min update main lancar intinya update mencoba update play store install diam coba update ulang diam terima kasih,4,2
terhormat developer pubg mobile memantau perkebangan terkait isu bug didalam game terjun pesawat kali mengalami namanya parasut berputar lompat pesawat kali didaratan bug mengalami sembunyi dibalik tembok lawan semoga update kali perkembangan bagus performa bermain terima kasih,3,1
developer gameplay peta multiplayer aneh musuh teman tim teleportasi mohon bug diperbaiki,3,1
game bagus grafis mantap main patah handphone memori gara patah rank turun crown tolong belikan game,4,2
balap,5,2
kaya,5,2
enak makan handphone download,1,0
game enak,4,2
handphone murah main otomatis banting,1,0
main pubg pubg mantap tingkatkan,4,2
kasih bintang,3,1
download,3,1
cheat,1,0
game bagus login tolong perbaiki admin,3,1
tolong game berat tolong kontrol,3,1
update gagal,3,1
handphone spesifikasi layar mendukung fps terbuka fps pengaturan grafis tolong dipermudah akses fpsnya berpengaruh gameplay,5,2
game haram menyembah patung menginjak sejadah,5,2
pubg mobile game normal push rank berat main semalam soon turun,3,1
halo developer something pubg player pubg player realme gt master edisi nice try fps event though chipset snapdragon want fps bug developer something terima kasih,4,2
suka bug sinyal stabil senang pubg seru intinya game bagus semoga bangkrut mainkan game,5,2
game bagus,5,2
game,1,0
terima kasih menghadirkan hiburan ponsel semoga kedepannya berbaik hati,4,2
grafis gameplay lumayan kesal update berpikir untung ganti device kasihan player handphonenya kentang moga update kedepannya,4,2
bagus,1,0
jelek main kaya orang bodoh masuk menunggu menit bodoh,1,0
tolong pubg habis update kendaraan suara mclaren suara habis update suara push orang mobil dengar tolong,3,1
sinyalnya merah wifi lancar perang bug jalannya tembak pelurunya loot kejepit pintu mohon diberbaiki bugnya fixed bugnya kukasih bintang,3,1
kecewa banget pubg barusan update malam suruh update banget buang buang kouta,2,0
lag,3,1
obb suruh download,2,0
keluhan rasakan tulis bicara lebar tanggung tencent krafton kenyamanan pemain pubg,1,0
game bagus suka bug,5,2
mohon maaf developer pubg pakai server asia pakai wifi mohon permasalahan,3,1
matching cari room miramar sulit banget menit menunggu masuk masuk wifi lancar pakai paket data internet lancar lag match miramar vikendi banget diatas menit bermain peta,4,2
suka,4,2
akunku loginkan development akun fuck,3,1
pemain pubg sayang giga byte,5,2
kali bug,3,1
developer tolong mega byte handphone android kasihan,4,2
main kasihan hasil jualan gorengan,4,2
garena free fire jarang teman main bareng malas main game free fire bug rasakan bug bug damage bug sinyal tolong diperbaiki kakak pubg mobile bagus,4,2
sulit login,3,1
game lag anjing,3,1
lumayan suka free fire,2,0
sayang game sebagus hapus handphoneku apakan game seru musim,1,0
cinta pubg mobile,5,2
masuk,1,0
anjing aplikasi mesum,3,1
mantap,5,2
grafis good game,5,2
game bagus tolong penyimpanan kurangi,3,1
mantap sabtu,5,2
game login perintah ganti ganti kuncinya tahan aplikasinya gambar sampah hapus selesai,1,0
game azab mengambil baju asap mencari tuan,1,0
mengunduh game jelek update,1,0
main jalan gimnya tolong perbaiki sayang game bagus lancar mainya,3,1
kesempurnaan milik,4,2
bagus,5,2
hai tencent krafton tolonglah bug recall fixed anjing,3,1
update buka,3,1
mohon maaf mengunduh pubg play store ulang,1,0
login facebook pubg login muncul otorisasi dibatalkan,3,1
download,3,1
scene kompetitif resmi pelanggaran teaming hukumannya ringan efeknya scene kompetitif menarik,1,0
admin game ringan handphone kentang balas admin,3,1
game bagus slide seleding mode arena mode klasik grafis animasi event bagus kasih,5,2
download blackpink,3,1
sinyal,5,2
tolong hilangkan bug darah habis,3,1
game bagus terkurangan suka game,4,2
download daleman paket ganti handphone biar dukung,3,1
tolong bugnya diperbaiki,3,1
infesimble,5,2
bagus everybody grafis nyata,5,2
event berguna bug step terdengarnya musuh,3,1
skin update game bug tdm macet recall gerak spectate macet poin turun perbaiki menanggapi,3,1
pubg seru,2,0
game haram,1,0
sehabis update lag sinyal bagus relog kali lag paksa afk kill death rasio turun tolong diperbaiki,3,1
peta livik mode mode recall,3,1
matching banget tunggu menit masuk masuk,3,1
bug sinyal buruk mengganggu malam mengunduh pubg mobile main bug koneksi buruk mohon benarkan,2,0
turunkan ukuran game pubg kehilangan teman main pubg device mendukung,4,2
game buruk suka tonton film porno,1,0
update,3,1
saran zona pindah diameter biar menantang main perubahan kasih bintang,2,0
game seru,4,2
haram pubg tolong download halal,5,2
game jelek grafis buruk,3,1
pubg mobile mohon update frame drop game pertempuran merugikan sinyal bagus kuota penuh frame frame parahnya musuh sinyal merah tolong tangani frame drop game bagus frame terima kasih,2,0
coba semoga game bagus,3,1
game jelek,1,0
hai turun barbar senjata,1,0
keren,4,2
tolong sinyal perbaiki main game genshin honkai youtube hyper front bagus pubg bandel,3,1
pubg seru,2,0
game haram,1,0
update update perbaiki bug bug realistis game bug,2,0
game jelek,1,0
sinyal bagus main tolong perbaiki,3,1
bagus,5,2
aneh konsep melenceng konsep peperangan,2,0
ukuran tolong dikecilkan biar handphone main,3,1
kecewa match matching sinyal bagus kecewa,1,0
gamenya bagus bug parah emulator pakai spesifikasi,3,1
okelah,3,1
game,1,0
developer mohon perbaiki karenakan mengunduh game pubg turun drastis kadang persen mohon perbaiki admin,3,1
player old musim bug,3,1
main bagus tolong dikasih item gratiskan kasih bintang,4,2
game main match anjing,1,0
game seru sinyal lag,5,2
fixed god damn bug play much lag,3,1
kali update tolonglah hargai orang handphone kentang main pubg sulit,2,0
game jelek pakai handphone bagus bug,1,0
penurunan poin keras bro sulit naikkan rank solo turunkan poin tanggung tanggung penurunan poin hey,1,0
uninstall berat grafis turunkan,3,1
suka livik update fixed peta livik buruk,3,1
kecewa update terbaru bug bug suara kendaraan tembakkan meresahkan bug suara kendaraan simbol kendaraan musuh developer harap memperbaiki bug,2,0
dear pubg mobile prajurit petarung senang update menarik tambahkan kesan senang bertempur mode solo duo squad prajurit menemukan mengganggu lag suara tim patah eliminasi permainan kill musuh harap diperbaiki terima kasih,3,1
update masuk game main anjing,2,0
kecewa update,2,0
tencent tolong handphone giga byte sulit banget dengar pecinta game cari solusi biar ringan tambahkan game berat biar laku youtube laku sulit dengar peminat top kadang menyesal lihat kaya patah lag parah cari solusi pikir kualitas high definition kenyamanan pemainnya,3,1
update elit gratiskan sulit,5,2
tolong optimalkan game handphone mid range,4,2
penurunan poin keras bro sulit naikkan rank solo turunkan poin tanggung tanggung penurunan poin hey,1,0
game seru,4,2
game aneh banget bagus grafis ok game menghina agama terima dasar game buruk,1,0
banyaknya event game berat,1,0
game bagus play store download mega byte bohong,4,2
keren banget kusuka,4,2
mengerti,4,2
lobi bug revive bug,4,2
kasih bintang masuk game game grafis buruk,4,2
bintang,4,2
game babi,1,0
update handphone lumayan frame bug mengganggu bug main suka jongkok tekan tombol jongkok tolong perbaiki game,4,2
pubg grafis buruk banget,1,0
tolong krafton senjata terbaru peta terbaru perbaiki bug bug didalam game penjelasan terima kasih,3,1
update rusak sistemnya aduh tencent,2,0
hapus bug,4,2
admin masuk tulisan would suka enable download seluler connections depending data plan may cost uang download paused wifi disabled,3,1
game terbaik kenal,4,2
tolong high definition grafiknya handphone iphone geli geli menjalankan game tolong handphone iphone meledak,1,0
ok terima kasih,4,2
masuk banget sinyal bagus kadang logout,1,0
game ramah frame berpikir tolong krafton glacier,2,0
handphone download,2,0
pemain curang bos,2,0
cheat,1,0
aplikasi push,1,0
samsung prime main game,1,0
paket wifi data lag omong omong kartu mohon perbaiki,2,0
handphone mendukung tolong mega byte kecilkan bagus mega byte kecilkan kukasih,5,2
game pubg teraneh dunia,5,2
bug tolong perbaiki game pubg maju,3,1
grafiknya cacat patah karakter normal,3,1
lumayan bagus,3,1
bagus,4,2
bagus,3,1
update berat handphone handphone kentang bintang,4,2
teruntuk developer bug lancar giliran musuh sinyal merah giliran sinyal hijau maksudnya developer kasihan main rilis kerasa banget perubahan bug,2,0
tencent tolong adakan peta erangel kaya bus kereta jalan,4,2
tolong diperbaiki tonton temannya mati duluan mati duluan tonton teman,4,2
tolong perhatikan pemain spesifikasi menengah nyaman memainkan game frame menyebabkan lag crash game,3,1
kecewa pubg mobile pelit skin mengumpulkan tiket berpuluh puluh beruntung orang top sanggup harga ditawarkan pubg mobile mengabaikan customer player zona nyaman habis wake,2,0
update lag tolong perbaiki bug uninstall lag bug nyaman main,3,1
admin teman beda versi pubg update,3,1
tingkatkan orang main game pubg ayo bro ramaikan,4,2
download baju emoticon tolong,3,1
developer mohon skin perbarui game bug skin pelit pelit,3,1
ukuran aplikasi berpikir,3,1
tolong kembalikan pubg kembalikan livik perbaiki bug peta bug suara senjata,3,1
main game tulis download,1,0
game cacat main pakai smartfren bug,1,0
mohon perbagus gamenya,3,1
nice try suka discrimination tier,3,1
game error,1,0
game bagus sulit dimainkan musuh hebat memiliki penglihatan musuh cepat sulit melacak musuh,5,2
gamenya bagus loadingnya banget,2,0
bagus main pubg mobile suka,5,2
lumayan,3,1
bintang main kualitas sinyal,4,2
mantap,3,1
tolong developer perang sinyal lag wifi ok lancar kesal mohon perbaiki,4,2
teruntuk developer pubg sayangi cintai tolong urus pengguna cheat akun player konfigurasi grass recoil tolong banget sulit diamond terima kasih,3,1
keren enak pakai black hiu pro,5,2
update kali update,3,1
kill death rasio anjing pasar kakak pantat,3,1
